"[[10 10 10 10]
 [10 10 10 10]]","[[ 4  6 14 16]
 [ 4  6 14 16]]","[-27, 20]",47,"[-30, 26]",56,"[-27, 20]",47,"[-33, 25]",58,"[-27, 20]",47,"[-33, 25]",58

"[[10 10 10 10]
 [10 10 10 10]]","[[ 6  4 13 17]
 [ 8  2 15 15]]","[-6, 36]",42,"[-18, 40]",58,"[-11, 36]",47,"[-10, 37]",47,"[-12, 37]",49,"[-10, 37]",47

"[[10 10 10 10]
 [10 10 10 10]]","[[ 3  7 14 16]
 [ 6  4 17 13]]","[-26, 20]",46,"[-33, 28]",61,"[-28, 21]",49,"[-30, 24]",54,"[-29, 22]",51,"[-30, 24]",54

"[[10 10 10 10]
 [10 10 10 10]]","[[ 6  4 17 13]
 [ 4  6 17 13]]","[-28, 20]",48,"[-35, 25]",60,"[-28, 19]",47,"[-31, 26]",57,"[-29, 20]",49,"[-31, 26]",57

"[[10 10 10 10]
 [10 10 10 10]]","[[ 3  7 15 15]
 [ 3  7 15 15]]","[-35, 9]",44,"[-36, 19]",55,"[-34, 10]",44,"[-37, 14]",51,"[-34, 12]",46,"[-37, 14]",51

"[[10 10 10 10]
 [10 10 10 10]]","[[ 4  6 13 17]
 [ 4  6 15 15]]","[-26, 19]",45,"[-31, 26]",57,"[-26, 19]",45,"[-30, 24]",54,"[-27, 20]",47,"[-30, 24]",54

"[[10 10 10 10]
 [10 10 10 10]]","[[ 5  5 13 17]
 [ 4  6 16 14]]","[-24, 22]",46,"[-30, 28]",58,"[-24, 22]",46,"[-26, 25]",51,"[-25, 22]",47,"[-26, 25]",51

"[[10 10 10 10]
 [10 10 10 10]]","[[ 5  5 15 15]
 [ 4  6 16 14]]","[-28, 19]",47,"[-32, 25]",57,"[-26, 19]",45,"[-31, 25]",56,"[-27, 20]",47,"[-31, 25]",56

"[[10 10 10 10]
 [10 10 10 10]]","[[ 3  7 14 16]
 [ 5  5 16 14]]","[-29, 16]",45,"[-35, 25]",60,"[-28, 19]",47,"[-33, 21]",54,"[-29, 20]",49,"[-33, 21]",54

"[[10 10 10 10]
 [10 10 10 10]]","[[ 7  3 17 13]
 [ 6  4 15 15]]","[-16, 30]",46,"[-24, 33]",57,"[-17, 30]",47,"[-22, 33]",55,"[-18, 29]",47,"[-22, 33]",55

"[[10 10 10 10]
 [10 10 10 10]]","[[ 5  5 17 13]
 [ 5  5 13 17]]","[-22, 24]",46,"[-28, 28]",56,"[-22, 23]",45,"[-26, 27]",53,"[-22, 23]",45,"[-26, 27]",53

"[[10 10 10 10]
 [10 10 10 10]]","[[ 3  7 14 16]
 [ 3  7 15 15]]","[-33, 11]",44,"[-35, 20]",55,"[-32, 12]",44,"[-35, 16]",51,"[-32, 13]",45,"[-35, 16]",51

"[[10 10 10 10]
 [10 10 10 10]]","[[ 4  6 15 15]
 [ 5  5 17 13]]","[-29, 18]",47,"[-34, 24]",58,"[-28, 19]",47,"[-32, 22]",54,"[-28, 19]",47,"[-32, 22]",54

"[[10 10 10 10]
 [10 10 10 10]]","[[ 4  6 15 15]
 [ 5  5 16 14]]","[-28, 19]",47,"[-33, 26]",59,"[-28, 19]",47,"[-34, 24]",58,"[-28, 19]",47,"[-34, 24]",58

"[[10 10 10 10]
 [10 10 10 10]]","[[ 6  4 15 15]
 [ 3  7 16 14]]","[-28, 19]",47,"[-35, 28]",63,"[-29, 21]",50,"[-32, 23]",55,"[-29, 23]",52,"[-32, 23]",55

"[[10 10 10 10]
 [10 10 10 10]]","[[ 4  6 14 16]
 [ 4  6 15 15]]","[-29, 20]",49,"[-31, 25]",56,"[-28, 19]",47,"[-31, 24]",55,"[-28, 19]",47,"[-31, 24]",55

"[[10 10 10 10]
 [10 10 10 10]]","[[ 6  4 14 16]
 [ 5  5 14 16]]","[-19, 27]",46,"[-25, 33]",58,"[-18, 28]",46,"[-22, 32]",54,"[-19, 28]",47,"[-22, 32]",54

"[[10 10 10 10]
 [10 10 10 10]]","[[ 5  5 16 14]
 [ 5  5 12 18]]","[-22, 25]",47,"[-27, 31]",58,"[-22, 25]",47,"[-25, 30]",55,"[-21, 25]",46,"[-25, 30]",55

"[[10 10 10 10]
 [10 10 10 10]]","[[ 3  7 16 14]
 [ 7  3 13 17]]","[-22, 23]",45,"[-32, 33]",65,"[-26, 28]",54,"[-25, 27]",52,"[-26, 29]",55,"[-25, 27]",52

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[ 8  7  3  2]
 [15  0  1  4]]","[0, 28]",28,"[-7, 29]",36,"[-3, 28]",31,"[-3, 27]",30,"[-4, 28]",32,"[-3, 27]",30

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[ 9  6  4  1]
 [15  0  1  4]]","[-3, 28]",31,"[-9, 28]",37,"[-5, 28]",33,"[-4, 26]",30,"[-6, 28]",34,"[-4, 26]",30

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[10  5  2  3]
 [14  1  0  5]]","[7, 32]",25,"[-2, 32]",34,"[3, 32]",29,"[5, 32]",27,"[3, 32]",29,"[5, 32]",27

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[ 9  6  3  2]
 [14  1  0  5]]","[4, 29]",25,"[-5, 30]",35,"[-2, 30]",32,"[2, 28]",26,"[-3, 30]",33,"[2, 28]",26

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[ 9  6  2  3]
 [15  0  1  4]]","[3, 30]",27,"[-3, 31]",34,"[2, 30]",28,"[0, 30]",30,"[1, 30]",29,"[0, 30]",30

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[ 9  6  1  4]
 [14  1  0  5]]","[8, 32]",24,"[-1, 32]",33,"[5, 32]",27,"[4, 32]",28,"[4, 32]",28,"[4, 32]",28

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[ 9  6  0  5]
 [14  1  0  5]]","[13, 33]",20,"[6, 33]",27,"[11, 33]",22,"[10, 33]",23,"[11, 33]",22,"[10, 33]",23

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[ 9  6  3  2]
 [15  0  1  4]]","[0, 29]",29,"[-6, 29]",35,"[-2, 29]",31,"[-2, 28]",30,"[-3, 29]",32,"[-2, 28]",30

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[10  5  3  2]
 [14  1  0  5]]","[-2, 30]",32,"[-4, 31]",35,"[-2, 31]",33,"[1, 29]",28,"[-3, 31]",34,"[1, 29]",28

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[ 8  7  3  2]
 [14  1  0  5]]","[2, 29]",27,"[-7, 29]",36,"[-3, 29]",32,"[-1, 27]",28,"[-4, 29]",33,"[-1, 27]",28

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[ 7  8  2  3]
 [14  1  0  5]]","[3, 29]",26,"[-5, 29]",34,"[-1, 29]",30,"[-2, 28]",30,"[-1, 29]",30,"[-2, 28]",30

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[ 8  7  2  3]
 [15  0  1  4]]","[3, 29]",26,"[-4, 29]",33,"[-1, 29]",30,"[-1, 29]",30,"[-1, 29]",30,"[-1, 29]",30

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[ 8  7  2  3]
 [14  1  0  5]]","[0, 30]",30,"[-5, 30]",35,"[-1, 30]",31,"[2, 28]",26,"[-2, 30]",32,"[2, 28]",26

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[10  5  0  5]
 [14  1  0  5]]","[13, 34]",21,"[7, 34]",27,"[12, 34]",22,"[10, 34]",24,"[11, 34]",23,"[10, 34]",24

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[ 9  6  3  2]
 [14  1  0  5]]","[2, 29]",27,"[-6, 30]",36,"[-2, 30]",32,"[1, 28]",27,"[-3, 30]",33,"[1, 28]",27

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[ 7  8  1  4]
 [15  0  1  4]]","[3, 29]",26,"[-1, 29]",30,"[4, 29]",25,"[0, 29]",29,"[3, 29]",26,"[0, 29]",29

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[ 8  7  1  4]
 [14  1  0  5]]","[7, 31]",24,"[0, 31]",31,"[5, 31]",26,"[4, 31]",27,"[5, 31]",26,"[4, 31]",27

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[10  5  2  3]
 [15  0  1  4]]","[3, 31]",28,"[-1, 31]",32,"[3, 31]",28,"[0, 31]",31,"[3, 31]",28,"[0, 31]",31

"[[ 3  8  4  5]
 [ 0 19  1  0]]","[[ 7  8  2  3]
 [14  1  0  5]]","[4, 29]",25,"[-5, 29]",34,"[-1, 29]",30,"[1, 28]",27,"[-1, 29]",30,"[1, 28]",27

